Nom,Naissance,Taille,Poids,Nationalité,Latéralité
M. Schröter,8/20/1995,182.88,74.8,Germany,Right
N. Jackers,9/5/1997,187.96,79.8,Belgium,Right
M. Uhre,9/30/1994,187.96,88.9,Denmark,Right
S. Scannell,9/17/1990,175.26,73,Republic of Ireland,Right
G. Britos,2/20/1990,175.26,66.2,Argentina,Right
Klauss,3/1/1997,190.5,84.8,Brazil,Right
M. Hallberg,10/20/1995,154.94,68,Sweden,Right
F. Woodman,3/4/1997,190.5,83,England,Right
J. Sandoval,6/25/1987,152.4,77.1,Uruguay,Right
Joca,1/30/1996,167.64,63,Portugal,Right
Lim Chan Wool,7/14/1994,175.26,71.2,Korea Republic,Right
Botelhinonsa,2/29/1988,182.88,76.2,Brazil,Right
R. Hollingshead,4/16/1991,185.42,82.1,United States,Right
Nazario Serpe,2/29/1992,152.4,77.1,Brazil,Right
B. Whiteman,6/17/1996,185.42,68,England,Right
J. Tanaka,7/15/1987,154.94,74.8,Japan,Left
Mica Pinto,6/4/1993,175.26,77.1,Portugal,Left
J. Graham,3/5/1995,182.88,73,England,Right
W. Thomas,1/23/1987,154.94,76.2,England,Right
M. N'Doye,12/18/1991,175.26,67.1,Senegal,Right
O. Kökçü,12/29/2000,154.94,69.9,Netherlands,Right
T. van de Looi,7/2/1999,154.94,74.8,Netherlands,Right
Rui Silva,6/5/1996,152.4,68,Portugal,Right
M. Milec,9/20/1991,175.26,68.9,Slovenia,Right
P. Möschl,3/6/1993,175.26,68,Austria,Right
B. Halloran,6/14/1992,182.88,77.1,Australia,Right
M. Nizam,9/8/1990,182.88,73.9,Turkey,Left
E. Domaschke,11/11/1985,187.96,86.2,Germany,Right
L. Angulo,8/10/1995,170.18,69.9,Colombia,Right
C. Gomes,7/23/2000,154.94,69.9,France,Right
L. Reis,6/1/2000,152.4,74.8,Netherlands,Right
Narcisso Mau,2/29/1988,152.4,72.1,Brazil,Right
L. Narváez,7/11/1984,152.4,82.1,Colombia,Right
N. DeLeon,7/17/1990,152.4,77.1,United States,Right
D. Christensen,9/19/1988,172.72,76.2,Denmark,Left
J. Mackie,9/28/1985,172.72,71.2,Scotland,Right
E. Kayembe,6/3/1998,154.94,79.8,DR Congo,Left
M. Tacalfred,4/23/1981,175.26,78,France,Right
You Ju An,10/1/1998,175.26,68.9,Korea Republic,Right
S. Lizana,9/30/1992,167.64,68,Chile,Right
F. Casarini,8/7/1989,152.4,73.9,Italy,Right
D. Mungo,1/18/1993,175.26,68,Italy,Right
Morillas,9/28/1986,185.42,74.8,Spain,Left
S. Suciu,5/8/1990,182.88,76.2,Romania,Right
J. Brayford,12/29/1987,172.72,71.2,England,Right
Sergio López,4/8/1999,152.4,66.2,Spain,Right
E. Galekovic,6/12/1981,187.96,91.2,Australia,Right
K. Pedersen,1/13/1993,185.42,74.8,Denmark,Right
S. Nieuwpoort,4/13/1993,187.96,72.1,Netherlands,Right
S. N'Guessan,7/31/1994,165.1,64.9,Ivory Coast,Right
E. Hooi,10/1/1991,170.18,60.8,Curacao,Right
A. Fuenmayor,8/29/1996,182.88,79.8,Venezuela,Right
F. Flecker,10/29/1995,172.72,69.9,Austria,Right
C. Vargas,2/14/1999,175.26,76.2,Mexico,Left
R. Goreux,12/31/1987,175.26,73,Haiti,Right
J. Kliment,9/1/1993,185.42,78,Czech Republic,Right
J. Hardeveld,2/27/1995,182.88,74.8,Netherlands,Left
Jailson Acuna,2/29/1988,187.96,84.8,Brazil,Right
E. Lancini,4/10/1994,187.96,78.9,Italy,Right
N. Datković,4/21/1993,187.96,83,Croatia,Right
S. Sharahili,5/30/1990,175.26,68,Saudi Arabia,Right
M. Mak,11/14/1991,175.26,64,Poland,Right
C. Doudin,9/12/1986,182.88,79.8,Switzerland,Right
J. Helmer,7/3/1997,154.94,72.1,Netherlands,Right
I. Mhirsi,2/21/1994,152.4,69.9,Tunisia,Right
M. Crépeau,5/11/1994,154.94,89.8,Canada,Right
A. Al Fraidi,1/29/1988,175.26,77.1,Saudi Arabia,Right
P. Micin,9/29/1998,187.96,71.2,Serbia,Right
E. Mwepu,1/1/1998,182.88,77.1,Zambia,Right
J. Amon,4/4/1999,175.26,71.2,United States,Right
M. Wassey,6/18/1988,187.96,78.9,Canada,Left
N. Opoku,11/8/1997,190.5,78,Ghana,Right
K. Kallaste,8/31/1988,182.88,79.8,Estonia,Left
M. Lorenz,7/18/1988,182.88,74.8,Germany,Left
P. De la Vega,2/7/2001,152.4,69.9,Argentina,Right
D. Jastrzembski,2/20/2000,175.26,77.1,Germany,Left
Martínez,2/12/1993,187.96,79.8,Spain,Left
Beto da Silva,12/28/1996,154.94,78.9,Peru,Right
M. Delač,8/20/1992,190.5,79.8,Croatia,Right
N. Vujadinović,7/31/1986,190.5,82.1,Montenegro,Left
O. Wijndal,11/28/1999,175.26,64.9,Netherlands,Left
L. Sinisterra,6/17/1999,152.4,69.9,Colombia,Right
C. Dieng,11/23/1993,154.94,66.2,Senegal,Right
Kim Sung Ju,11/15/1990,152.4,72.1,Korea Republic,Left
Son Jeong Hyeon,11/25/1991,190.5,88,Korea Republic,Left
Pak Kwang Ryong,9/27/1992,187.96,83,Korea DPR,Right
M. Piossek,7/21/1989,175.26,73,Poland,Right
A. Mintzel,12/21/1981,154.94,78.9,Germany,Left
M. Tandjigora,4/6/1990,172.72,68,Gabon,Right
Escriche,3/24/1998,182.88,74.8,Spain,Right
M. Legittimo,6/17/1989,182.88,76.2,Italy,Left
D. Gustavsson,8/29/1990,152.4,73,Sweden,Right
F. Narsingh,3/13/1988,175.26,74.8,Netherlands,Right
B. Barker,10/4/1996,154.94,67.1,England,Right
F. Holst,9/24/1994,175.26,71.2,Denmark,Right
N. Dumitru,10/12/1991,182.88,76.2,Italy,Right
G. Vlijter,2/12/1997,152.4,72.1,Suriname,Left
B. Rovira,12/2/1996,152.4,78,Colombia,Right
Sun Jie,1/1/1992,190.5,88,China PR,Right
C. Lenz,9/22/1994,154.94,78.9,Germany,Left
T. Thiele,7/31/1991,187.96,83.9,Germany,Right
B. Inman,12/10/1991,185.42,78.9,Australia,Right
Miranda,1/19/2000,185.42,76.2,Spain,Left
A. Al Obaid,4/30/1993,170.18,64,Saudi Arabia,Left
Pedro Chirivella,5/23/1997,152.4,66.2,Spain,Right
M. Ødegaard,5/11/1993,185.42,79.8,Norway,Right
F. Rodríguez,10/20/1981,190.5,89.8,Mexico,Right
A. Al Ghamdi,11/1/1994,175.26,69.9,Saudi Arabia,Left
N. Larsen,3/9/1991,190.5,83,Denmark,Right
J. Wildsmith,12/28/1995,182.88,64.9,England,Right
M. Ihiekwe,11/20/1992,185.42,81.2,England,Right
D. Pedersen,7/27/1992,185.42,73.9,Denmark,Right
G. Acosta,3/26/1992,165.1,64,Mexico,Left
J. Goossens,7/25/1988,175.26,77.1,Netherlands,Left
Héctor Verdés,6/24/1984,185.42,79.8,Spain,Right
D. Dianessy,3/29/1996,182.88,73,France,Left
Rafa Páez,8/10/1994,193.04,79.8,Spain,Right
V. Yurchenko,1/22/1994,154.94,73.9,Ukraine,Right
K. Vassell,2/7/1993,182.88,78,Northern Ireland,Right
M. Mirić,3/26/1987,193.04,81.2,Serbia,Right
Y. Takahashi,5/14/1985,170.18,67.1,Japan,Right
H. Okuno,8/14/1989,170.18,67.1,Japan,Right
Gaspar,12/9/1997,170.18,62.1,Spain,Left
F. Olinga,5/12/1996,152.4,68,Cameroon,Right
A. Forde,11/16/1993,154.94,82.1,Republic of Ireland,Right
Z. Flemming,8/1/1998,182.88,83.9,Netherlands,Right
T. Thompson,8/15/1995,170.18,64.9,United States,Right
P. Jaroszyński,10/2/1994,182.88,83,Poland,Left
V. Dragomir,4/24/1999,152.4,67.1,Romania,Left
F. Nordkvelle,9/13/1985,154.94,78.9,Norway,Right
B. Santalab,9/9/1982,172.72,72.1,Australia,Right
R. Feltscher,10/6/1990,182.88,89.8,Venezuela,Right
C. Kum,9/13/1985,182.88,71.2,Germany,Right
M. Zambelli,8/22/1985,182.88,77.1,Italy,Right
F. Strauss,8/6/1994,195.58,83.9,Austria,Right
P. Barrios,7/1/1990,154.94,82.1,Argentina,Right
A. Durante,5/3/1982,182.88,74.8,New Zealand,Right
E. Atuesta,6/18/1997,154.94,71.2,Colombia,Right
Y. Toyoda,4/11/1985,185.42,78.9,Japan,Right
D. Toia,5/28/1992,172.72,74.8,United States,Left
M. Crimi,3/17/1990,152.4,66.2,Italy,Right
D. Okereke,8/29/1997,182.88,74.8,Nigeria,Right
Álex López,9/18/1993,187.96,74.8,Spain,Left
W. Saliba,3/24/2001,193.04,84.8,France,Right
K. Dabila,1/1/1997,182.88,79.8,Ivory Coast,Right
K. Rodrigues Pires,9/12/1991,170.18,59.9,Portugal,Left
B. Sadik,9/14/1986,193.04,83,Finland,Right
M. Gelabert,9/19/1981,175.26,72.1,Argentina,Right
W. Creavalle,8/14/1990,182.88,69.9,Guyana,Right
J. Lotiès,8/5/1984,190.5,83,France,Right
S. Carrasco,8/13/1988,154.94,74.8,United States,Right
M. Sordell,2/17/1991,152.4,81.2,England,Right
José Carlos,5/10/1996,182.88,74.8,Spain,Left
D. de Wit,1/28/1998,182.88,74.8,Netherlands,Right
M. Heyer,4/4/1995,182.88,76.2,Germany,Right
F. Pereyra,1/4/1989,185.42,82.1,Argentina,Right
O. Bogle,7/26/1993,190.5,79.8,England,Left
P. Ghiglione,2/2/1997,187.96,79.8,Italy,Right
T. McNamara,2/6/1991,175.26,77.1,United States,Right
H. Mojica,2/17/1993,167.64,67.1,Colombia,Left
S. Wootton,9/12/1991,187.96,78,England,Right
A. Bannink,2/20/1990,185.42,74.8,Netherlands,Right
M. Kuciak,3/15/1982,182.88,92.1,Slovakia,Right
L. Mago,9/15/1994,182.88,78.9,Venezuela,Left
H. Abe,1/28/1999,170.18,64.9,Japan,Right
G. Hein,8/7/1996,170.18,64.9,France,Left
Lazo,2/16/1996,152.4,68.9,Spain,Left
E. Bonifacio,5/9/1994,170.18,64.9,Argentina,Right
D. Mitchell,1/11/1997,154.94,71.2,England,Left
D. Braaten,5/25/1982,182.88,93.9,Norway,Right
Borja Galán,4/26/1993,182.88,76.2,Spain,Right
C. Lizarazo,4/26/1991,170.18,67.1,Colombia,Left
Rober Correa,9/29/1992,182.88,77.1,Spain,Right
Lee Chang Geun,8/30/1993,185.42,74.8,Korea Republic,Right
D. Bulthuis,6/28/1990,190.5,88,Netherlands,Left
Kim Oh Gyu,6/20/1989,182.88,69.9,Korea Republic,Right
S. Fürstner,9/11/1987,152.4,73.9,Germany,Right
Chus Herrero,2/10/1984,182.88,74.8,Spain,Right
Gu Sung Yun,6/27/1994,195.58,82.1,Korea Republic,Right
J. Martinez,1/26/1997,175.26,71.2,Chile,Right
L. Comas,1/15/1995,172.72,67.1,Argentina,Right
C. Burke,12/2/1983,175.26,68,Scotland,Right
R. Meara,11/15/1990,193.04,83.9,Republic of Ireland,Right
H. Jimenez,11/3/1988,175.26,66.2,United States,Right
L. Brattan,3/8/1990,175.26,64.9,Australia,Right
H. Milić,5/10/1989,182.88,73.9,Croatia,Left
Javi Sánchez,3/14/1997,187.96,77.1,Spain,Right
M. Gómez,8/10/1998,170.18,64.9,Argentina,Right
A. Grant,6/4/1987,154.94,71.2,England,Right
M. Endres,2/22/1991,187.96,83,Germany,Right
K. Kamiński,11/26/1990,190.5,82.1,Poland,Right
N. Ramos,11/23/1981,187.96,83,Colombia,Left
P. Kammerbauer,2/11/1997,175.26,73.9,Germany,Right
G. Hamer,6/24/1997,167.64,60.8,Netherlands,Right
R. McCrorie,3/18/1998,190.5,79.8,Scotland,Right
M. Čovilo,5/6/1986,193.04,87.1,Serbia,Right
R. Costa,8/21/1992,190.5,86.2,Argentina,Left
N. Aoyama,7/18/1986,182.88,74.8,Japan,Right
M. Figueroa,5/2/1983,154.94,84.8,Honduras,Left
M. El Hankouri,7/1/1997,175.26,69.9,Morocco,Right
V. Rodić,9/7/1993,175.26,73.9,Montenegro,Right
B. Sweat,9/4/1991,187.96,78.9,United States,Left
F. Manzano,1/13/1994,172.72,71.2,Chile,Right
Iban Salvador,12/11/1995,172.72,72.1,Equatorial Guinea,Left
M. Jarvis,5/22/1986,170.18,72.1,England,Right
D. Dos Santos,7/21/1996,175.26,68.9,Netherlands,Right
Ilsinho,10/12/1985,152.4,84.8,Brazil,Right
Cleylton,3/19/1993,190.5,89.8,Brazil,Right
M. Mancosu,8/22/1988,154.94,77.1,Italy,Right
A. Bruce,9/28/1984,154.94,81.2,Northern Ireland,Right
K. Nagasawa,12/16/1991,172.72,68,Japan,Right
R. Ruiter,3/25/1987,195.58,82.1,Netherlands,Right
D. Nikolaou,8/13/1998,190.5,92.1,Greece,Left
G. Gutiérrez,1/16/1990,170.18,74.8,Colombia,Left
D. De Silva,3/6/1997,170.18,59.9,Australia,Right
M. Gibbs-White,1/27/2000,152.4,69.9,England,Right
Tiago Caeiro,3/29/1984,193.04,83.9,Portugal,Right
Zhao Xuri,12/3/1985,185.42,83.9,China PR,Right
B. Baningime,9/9/1998,152.4,69.9,DR Congo,Right
B. San Juan,4/24/1994,152.4,76.2,Chile,Right
D. Efremov,4/1/1995,154.94,69.9,Russia,Right
Jhonnattann,7/27/1989,165.1,64.9,Brazil,Right
N. Palacios,2/11/1992,190.5,82.1,Colombia,Right
J. Forster-Caskey,4/25/1994,152.4,64,England,Left
Yun Suk Young,2/13/1990,182.88,76.2,Korea Republic,Left
Rufo,1/13/1993,175.26,73,Spain,Right
S. Szmodics,9/24/1995,167.64,64,England,Right
J. Gonzalez,5/25/1995,193.04,83.9,United States,Right
J. Spearing,11/25/1988,167.64,69.9,England,Right
J. Martínez,2/22/1987,152.4,67.1,Mexico,Right
L. Rolón,1/19/1995,170.18,69.9,Argentina,Right
T. Dierckx,5/9/1995,170.18,68,Belgium,Right
F. Heerkens,9/13/1989,182.88,79.8,Netherlands,Right
C. Townsend,3/4/1993,182.88,73,England,Left
H. Martínez,1/4/1987,152.4,73,Chile,Right
G. Galitsios,7/6/1986,182.88,78,Greece,Right
I. Alibaev,1/9/1994,172.72,62.1,Uzbekistan,Right
K. Cissé,11/14/1988,182.88,78,Guinea,Right
L. Feeney,1/21/1987,182.88,76.2,England,Right
J. Coppinger,1/10/1981,170.18,64.9,England,Right
K. Larsen,1/25/1993,190.5,88,Denmark,Right
G. Moncur,8/18/1993,175.26,63,England,Right
C. Seitz,3/12/1987,190.5,107,United States,Right
Corpas,7/7/1991,175.26,66.2,Spain,Right
J. Mousinho,4/30/1986,185.42,78.9,England,Right
S. Field,5/8/1998,185.42,64.9,England,Left
S. Zurbriggen,2/27/1990,152.4,68.9,Argentina,Right
D. Marsura,2/20/1994,187.96,78,Italy,Right
Tiago Gomes,7/29/1986,152.4,72.1,Portugal,Left
D. Bingham,10/19/1989,187.96,86.2,United States,Right
R. McGowan,8/15/1989,190.5,78,Australia,Right
T. Rogne,6/29/1990,185.42,86.2,Norway,Right
T. Augello,8/30/1994,154.94,69.9,Italy,Left
K. Fisker,5/22/1988,170.18,71.2,Denmark,Left
V. Aquino,11/26/1985,187.96,84.8,Paraguay,Right
S. Rosales,3/22/1995,154.94,72.1,Argentina,Right
W. Pacheco,1/16/1995,172.72,59.9,Colombia,Right
M. Haïdara,12/2/1992,152.4,76.2,France,Left
S. Aresti,3/15/1986,187.96,78,Italy,Right
Hildeberto Pereira,3/2/1996,152.4,77.1,Portugal,Right
B. van Hintum,1/16/1987,152.4,76.2,Netherlands,Left
S. Ishizaki,5/15/1982,154.94,81.2,Sweden,Right
B. Jones,3/24/1987,154.94,77.1,England,Right
T. Flanagan,1/17/1992,187.96,76.2,Northern Ireland,Right
D. Rowe,3/9/1992,182.88,76.2,England,Left
V. Kostevych,10/23/1992,175.26,66.2,Ukraine,Left
R. Lindkvist,5/16/1990,182.88,73.9,Sweden,Left
Lee Jong Sung,8/5/1992,187.96,72.1,Korea Republic,Right
A. Shafi,2/14/1982,182.88,83,Jordan,Right
Marc Pedraza,2/6/1987,182.88,73,Spain,Right
D. Dervite,7/25/1988,193.04,84.8,France,Right
M. Honsak,12/20/1996,187.96,78,Austria,Left
Rodri Tarín,7/5/1996,182.88,79.8,Spain,Right
R. Manning,6/14/1996,172.72,66.2,Republic of Ireland,Left
M. Parensen,6/24/1986,154.94,78.9,Germany,Left
Bicho,2/20/1996,172.72,63,Spain,Left
S. Chhetri,8/3/1984,170.18,69.9,India,Right
J. Kalla,8/6/1986,154.94,73.9,Germany,Right
F. Valot,2/12/1993,175.26,74.8,France,Left
F. Brorsson,1/30/1996,185.42,81.2,Sweden,Right
Olavide,3/5/1996,152.4,69.9,Spain,Left
Y. Murillo,7/5/1992,182.88,69.9,Colombia,Left
S. Pasa,1/21/1994,182.88,84.8,Italy,Left
P. Steinhart,7/7/1992,182.88,69.9,Germany,Left
J. Drost,1/11/1993,175.26,74.8,Netherlands,Left
L. Ofori,6/28/1998,154.94,74.8,Ghana,Right
S. Aluko,2/19/1989,172.72,74.8,Nigeria,Left
R. Framberger,9/6/1995,152.4,73,Germany,Right
V. Adžić,7/5/1987,193.04,84.8,Montenegro,Right
J. Palomino,8/2/1988,182.88,69.9,Colombia,Right
M. Rivoredo,2/29/1992,182.88,78,Paraguay,Right
C. Remmer,1/16/1993,182.88,78.9,Denmark,Right
F. Koch,6/24/1989,154.94,68,Austria,Right
M. Pennington,10/6/1994,185.42,77.1,England,Right
G. Long,11/5/1993,193.04,93.9,England,Left
C. Esquivel,4/10/1982,172.72,67.1,Mexico,Right
T. Deng,3/20/1997,182.88,73.9,Australia,Right
M. Al Fatil,1/4/1992,152.4,72.1,Saudi Arabia,Right
Jairo Morillas,7/2/1993,185.42,78,Spain,Right
A. Hloušek,12/20/1988,187.96,76.2,Czech Republic,Left
Kaio Aldair,2/29/1992,175.26,63,Brazil,Right
T. Ebuehi,12/16/1995,187.96,72.1,Nigeria,Right
C. Flórez,12/30/1994,154.94,79.8,Colombia,Left
Xiao Zhi,5/28/1985,187.96,79.8,China PR,Right
S. Darbion,3/22/1984,182.88,77.1,France,Left
T. Cantwell,2/27/1998,182.88,69.9,England,Right
T. Bingöl,1/11/1993,154.94,73.9,Turkey,Right
M. Sao,10/17/1989,185.42,73.9,France,Left
Z. MacMath,8/7/1991,187.96,88,United States,Right
E. Biancucchi,7/28/1988,152.4,64.9,Argentina,Left
M. Lysov,1/29/1998,182.88,72.1,Russia,Left
F. Tardieu,4/22/1992,152.4,73,France,Right
M. Barreto,1/18/1991,175.26,63,France,Right
D. Bates,10/5/1996,190.5,83,Scotland,Right
H. Berríos,10/18/1986,175.26,67.1,Chile,Right
T. Wachsmuth,11/15/1986,182.88,79.8,Germany,Right
K. Hause,7/16/1995,190.5,93,England,Left
J. Clément,8/26/1984,154.94,76.2,France,Left
J. Amoah,5/13/1995,152.4,71.2,Ghana,Right
J. Hesketh,3/27/1996,167.64,63,England,Right
B. Carvallo,9/15/1996,165.1,60.8,Chile,Right
G. Tello,4/11/1993,170.18,64.9,Chile,Right
K. Kitagawa,7/26/1996,154.94,73.9,Japan,Right
R. Perticone,8/13/1986,182.88,76.2,Italy,Right
Crysan,7/7/1996,190.5,82.1,Brazil,Right
B. Niňaj,5/17/1994,190.5,84.8,Slovakia,Right
M. Bruccini,1/19/1986,182.88,69.9,Italy,Right
R. Shirasaki,5/18/1993,154.94,69.9,Japan,Right
J. Ebobisse,2/13/1997,182.88,78.9,United States,Left
Jung Won Jin,8/10/1994,175.26,64.9,Korea Republic,Right
J. Promes,3/9/1984,185.42,89.8,Netherlands,Right
T. Hoban,1/24/1994,187.96,83.9,Republic of Ireland,Right
Park Jin Po,8/13/1987,172.72,72.1,Korea Republic,Left
A. Arrighini,6/6/1990,154.94,74.8,Italy,Right
T. Miller,3/12/1993,193.04,93,United States,Right
W. Arboleda,6/8/1990,175.26,69.9,Colombia,Right
R. Benson,5/7/1992,175.26,77.1,Republic of Ireland,Left
Cris Salvador,11/20/1994,182.88,77.1,Spain,Right
S. Szymański,5/10/1999,175.26,58.1,Poland,Left
M. Escudero,12/15/1988,175.26,74.8,Argentina,Right
M. Turner,11/9/1983,193.04,89.8,England,Right
J. Nerwinski,10/16/1994,182.88,78.9,United States,Right
M. Lovera,3/9/1999,170.18,64.9,Argentina,Right
L. Belingheri,4/6/1983,182.88,69.9,Italy,Right
C. Monschein,10/22/1992,152.4,73.9,Austria,Right
Vitor Costa,7/1/1994,182.88,73.9,Brazil,Left
Hwang Hyun Soo,7/22/1995,182.88,79.8,Korea Republic,Right
M. Sarr,8/13/1993,195.58,88.9,France,Left
N. Blackman,11/11/1989,185.42,73.9,England,Left
Sancet,4/25/2000,187.96,73,Spain,Right
L. Guwara,6/28/1996,185.42,83,Germany,Left
A. Martinelli,5/30/1993,175.26,68.9,Switzerland,Left
A. Fletcher,10/2/1995,187.96,78,England,Right
C. Rivieyran,4/17/1991,172.72,68,France,Right
M. Al Kuwaykibi,12/2/1994,167.64,60.8,Saudi Arabia,Left
K. Hazard,8/5/1995,170.18,69.9,Belgium,Right
B. Véjar,7/14/1995,167.64,64.9,Chile,Right
B. Aloé,6/29/1994,182.88,77.1,France,Right
I. Vetokele,3/23/1992,172.72,73.9,Angola,Right
J. Morris,9/30/1991,182.88,72.1,England,Left
F. Etoundi,8/30/1990,185.42,82.1,Cameroon,Right
J. Ryan,9/6/1988,154.94,67.1,Republic of Ireland,Right
Derik,2/21/1993,182.88,73.9,Spain,Right
J. Thomsen,2/26/1982,154.94,76.2,Denmark,Right
D. Kempe,6/24/1986,187.96,86.2,Germany,Left
C. Noone,11/17/1987,152.4,68.9,England,Left
J. Viveros,4/28/1992,170.18,69.9,Colombia,Right
B. Augustyn,1/26/1988,190.5,84.8,Poland,Right
P. Frattali,12/1/1985,185.42,74.8,Italy,Right
B. Bese,5/6/1994,187.96,83.9,Hungary,Right
Isaac Carcelén,4/23/1993,152.4,74.8,Spain,Right
Rubén Yáñez,10/12/1993,190.5,84.8,Spain,Right
F. Bravo,10/5/1993,185.42,82.1,Argentina,Right
S. Rincón,1/14/1994,185.42,81.2,Colombia,Right
A. Blomqvist,5/5/1992,182.88,69.9,Sweden,Right
Adaílton,12/6/1990,175.26,83,Brazil,Right
S. Plaza,3/11/1999,187.96,79.8,Ecuador,Right
S. Ngom,3/7/1993,154.94,84.8,Senegal,Right
H. Hechalar,1/12/1988,172.72,72.1,Argentina,Left
L. Povea,1/26/1994,175.26,73,Chile,Right
A. Jackson,5/18/1994,187.96,79.8,England,Right
J. Williams,4/18/1988,187.96,83.9,United States,Right
Dani Nieto,5/4/1991,172.72,59.9,Spain,Left
M. Boxall,8/18/1988,187.96,91.2,New Zealand,Right
I. Franjić,9/10/1987,154.94,77.1,Australia,Right
P. Mullins,2/5/1992,185.42,79.8,United States,Left
D. Miloc,10/16/1990,152.4,73.9,Argentina,Right
B. Godeau,5/10/1992,190.5,78,Belgium,Left
A. Lundqvist,3/20/1994,175.26,64.9,Sweden,Left
J. Zuluaga,6/15/1993,175.26,67.1,Colombia,Right
G. Edwards,3/1/1993,175.26,76.2,Wales,Right
Abraham,2/22/1986,175.26,71.2,Spain,Left
O. Lee,7/11/1991,154.94,79.8,England,Right
T. Ugajin,3/23/1988,172.72,71.2,Japan,Right
T. Hamed,10/24/1988,170.18,67.1,Egypt,Right
I. Koné,1/3/1991,154.94,81.2,France,Right
A. Woodyard,11/16/1992,175.26,58.1,England,Right
J. Patiño,5/20/1989,154.94,83,Paraguay,Right
L. López,5/24/1994,175.26,71.2,Mexico,Right
L. Cárdenas,9/15/1993,182.88,83.9,Mexico,Right
A. Oumarou,4/1/1987,187.96,78,Cameroon,Right
K. Staude,1/26/1997,175.26,69.9,Germany,Right
T. Tzandaris,6/13/1993,182.88,74.8,Greece,Left
A. Mozo,4/5/1997,172.72,68,Mexico,Right
K. Azamoum,1/17/1990,152.4,73.9,France,Right
T. Asta-Buruaga,10/11/1996,185.42,69.9,Chile,Right
M. Kilgallon,1/8/1984,187.96,78.9,England,Left
M. Scavone,6/3/1987,187.96,73.9,Italy,Left
K. Begois,5/13/1982,185.42,78.9,Belgium,Right
K. Broadfoot,8/8/1984,190.5,88.9,Scotland,Right
R. Shindo,6/7/1996,182.88,73.9,Japan,Right
C. Bejarano,1/29/1985,182.88,83,Equatorial Guinea,Right
J. Nyholm,9/10/1993,182.88,73.9,Sweden,Right
R. Taylor,8/19/1984,152.4,69.9,England,Right
A. Oshilaja,2/26/1993,154.94,74.8,England,Right
E. Friberg,2/10/1986,152.4,69.9,Sweden,Right
D. Williams,2/26/1988,152.4,69.9,Australia,Right
S. Zúñiga,6/21/1990,167.64,74.8,Chile,Right
L. Acevedo,11/8/1991,198.12,97.1,Argentina,Right
T. Ebner,2/22/1992,154.94,74.8,Austria,Right
M. Barać,7/20/1994,190.5,89.8,Croatia,Right
D. James,11/10/1997,170.18,76.2,Wales,Left
N. Julan,7/19/1996,195.58,83,France,Right
R. de Boer,8/22/1997,187.96,87.1,Netherlands,Right
W. Moimbé-Tahrat,10/18/1988,172.72,67.1,France,Left
A. Radovanović,11/11/1993,187.96,83,Serbia,Left
H. Morita,5/10/1995,152.4,73.9,Japan,Right
R. Colclough,12/27/1994,182.88,73,England,Right
M. Pulkrab,5/23/1997,185.42,82.1,Czech Republic,Right
L. Suárez,12/2/1997,185.42,73.9,Colombia,Right
V. Marchetti,7/4/1997,154.94,69.9,France,Left
S. Lewerenz,5/18/1991,175.26,73,Germany,Right
J. Thomassen,5/4/1988,154.94,78,Norway,Left
L. Nestor,5/20/1989,152.4,69.9,France,Right
O. Mihálik,4/2/1997,187.96,71.2,Czech Republic,Right
V. Moren,6/15/1991,187.96,76.2,Finland,Right
P. Vlachodimos,10/12/1991,182.88,73.9,Greece,Right
Jaílson,9/7/1995,152.4,73.9,Brazil,Right
Joan Sastre,4/30/1997,175.26,73.9,Spain,Right
S. Ernst,3/4/1995,152.4,68,Germany,Left
A. Durak,4/1/1987,154.94,79.8,Turkey,Right
A. DeLaGarza,11/4/1987,175.26,68,Guam,Right
T. Fosu,11/5/1995,170.18,67.1,England,Right
E. Carvajal,11/17/1988,172.72,67.1,Chile,Right
Quintanilla,7/2/1990,182.88,78.9,Spain,Right
A. Bareiro,7/26/1996,182.88,83.9,Paraguay,Right
João Pedro,4/22/1993,154.94,88,Brazil,Right
M. Akbaş,5/30/1990,187.96,81.2,Turkey,Left
C. Robles,5/16/1992,170.18,69.9,Colombia,Right
N. Venema,4/9/1999,154.94,71.2,Netherlands,Right
T. Tzimopoulos,11/20/1985,187.96,82.1,New Zealand,Right
D. Nazarov,4/4/1990,182.88,73,Azerbaijan,Right
S. Jamieson,10/13/1988,152.4,71.2,Australia,Left
K. Mizunuma,2/22/1990,175.26,72.1,Japan,Right
M. Helik,9/9/1995,193.04,79.8,Poland,Right
B. Merlini,7/4/1995,165.1,62.1,Argentina,Right
D. Arboleda,5/16/1995,190.5,83,Colombia,Right
M. Bader,6/17/1997,175.26,73,Germany,Right
S. Jaime,1/30/1987,152.4,71.2,Argentina,Right
M. Kegel,12/8/1989,182.88,82.1,Germany,Right
S. Özkan,1/1/1987,172.72,68,Turkey,Right
J. Earl,10/24/1998,193.04,78,England,Left
T. Boss,6/28/1993,185.42,82.1,Germany,Right
P. Caballero,6/21/1986,190.5,78.9,Argentina,Left
E. Fryers,9/9/1992,182.88,79.8,England,Left
M. Pušić,10/24/1987,187.96,76.2,Austria,Left
A. Czerwiński,2/2/1993,154.94,73.9,Poland,Right
A. Judge,11/11/1988,170.18,69.9,Republic of Ireland,Right
O. Andrievskyi,6/25/1994,152.4,73,Ukraine,Left
X. Mlambo,6/24/1991,170.18,69.9,South Africa,Right
Nano,10/17/1984,182.88,73,Spain,Left
